"Away","Home","AwayLine","HomeLine","Date"
"Portland","San Antonio",638,-800,"20160317"
"Phoenix","Utah",377,-440,"20160317"
"Phoenix","Cleveland",569,-700,"20170119"
"Dallas","Miami",107,-118,"20170119"
"Washington","New York",-113,102,"20170119"
"Denver","San Antonio",736,-950,"20170119"
"Minnesota","L.A. Clippers",-124,112,"20170119"
"Chicago","Orlando",-104,-106,"20170308"
"Charlotte","Miami",153,-170,"20170308"
"Brooklyn","Atlanta",450,-535,"20170308"
"New York","Milwaukee",240,-271,"20170308"
"L.A. Clippers","Minnesota",-163,147,"20170308"
"Toronto","New Orleans",142,-157,"20170308"
"Detroit","Indiana",153,-170,"20170308"
"Utah","Houston",338,-390,"20170308"
"Sacramento","San Antonio",594,-735,"20170308"
"Washington","Denver",-117,106,"20170308"
"Boston","Golden State",304,-348,"20170308"
"Toronto","Indiana",-151,137,"20150127"
"Cleveland","Detroit",-410,354,"20150127"
"Milwaukee","Miami",111,-123,"20150127"
"Memphis","Dallas",225,-253,"20150127"
"Washington","L.A. Lakers",-374,325,"20150127"
"Chicago","Golden State",560,-687,"20150127"
"San Antonio","New York",-2500,1400,"20150317"
"Memphis","Detroit",-188,169,"20150317"
"Milwaukee","New Orleans",264,-300,"20150317"
"Orlando","Houston",569,-700,"20150317"
"Charlotte","L.A. Clippers",498,-600,"20150317"
"Miami","Boston",189,-211,"20160227"
"Minnesota","New Orleans",120,-133,"20160227"
"San Antonio","Houston",-232,207,"20160227"
"Portland","Chicago",-180,162,"20160227"
"Detroit","Milwaukee",104,-115,"20160227"
"Golden State","Oklahoma City",-170,153,"20160227"
"Brooklyn","Utah",688,-875,"20160227"
"Memphis","Phoenix",-295,260,"20160227"
"Oklahoma City","Chicago",-110,100,"20150305"
"Dallas","Portland",137,-152,"20150305"
"Dallas","Philadelphia",-375,326,"20151116"
"Indiana","Chicago",231,-260,"20151116"
"Boston","Houston",175,-195,"20151116"
"Oklahoma City","Memphis",126,-139,"20151116"
"Portland","San Antonio",767,-1000,"20151116"
"L.A. Lakers","Phoenix",604,-750,"20151116"
"Detroit","Philadelphia",-415,358,"20151211"
"Miami","Indiana",171,-190,"20151211"
"Cleveland","Orlando",-152,139,"20151211"
"Golden State","Boston",-195,175,"20151211"
"Milwaukee","Toronto",292,-333,"20151211"
"Washington","New Orleans",158,-175,"20151211"
"Charlotte","Memphis",130,-144,"20151211"
"Oklahoma City","Utah",-156,141,"20151211"
"Minnesota","Denver",-103,-107,"20151211"
"L.A. Lakers","San Antonio",1632,-2900,"20151211"
"Portland","Phoenix",151,-167,"20151211"
"Toronto","Charlotte",-135,122,"20151217"
"Oklahoma City","Cleveland",120,-133,"20151217"
"Houston","L.A. Lakers",-225,201,"20151217"
"Toronto","Washington",186,-208,"20170303"
"New York","Philadelphia",-126,114,"20170303"
"Miami","Orlando",-193,173,"20170303"
"Cleveland","Atlanta",-134,121,"20170303"
"L.A. Clippers","Milwaukee",-206,185,"20170303"
"Memphis","Dallas",-137,124,"20170303"
"Brooklyn","Utah",1000,-1403,"20170303"
"Oklahoma City","Phoenix",-193,173,"20170303"
"San Antonio","New Orleans",-229,205,"20170303"
"Boston","L.A. Lakers",-295,260,"20170303"
"Brooklyn","Indiana",322,-370,"20150321"
"Chicago","Detroit",-143,129,"20150321"
"Portland","Memphis",138,-153,"20150321"
"Phoenix","Houston",269,-306,"20150321"
"Utah","Golden State",408,-480,"20150321"
"Phoenix","Charlotte",916,-1250,"20160301"
"Portland","New York",-185,166,"20160301"
"Chicago","Miami",227,-255,"20160301"
"Orlando","Dallas",161,-179,"20160301"
"Brooklyn","L.A. Lakers",-107,-103,"20160301"
"Atlanta","Golden State",218,-245,"20160301"
"Toronto","Cleveland",218,-245,"20161115"
"Atlanta","Miami",-280,248,"20161115"
"Charlotte","Minnesota",-108,-102,"20161115"
"Chicago","Portland",164,-182,"20161115"
"Brooklyn","L.A. Lakers",273,-310,"20161115"
"Washington","Boston",-175,158,"20141207"
"Denver","Atlanta",218,-245,"20141207"
"Oklahoma City","Detroit",-543,456,"20141207"
"Miami","Memphis",305,-350,"20141207"
"Milwaukee","Dallas",393,-460,"20141207"
"Portland","New York",-270,239,"20141207"
"New Orleans","L.A. Lakers",-143,129,"20141207"
"New Orleans","Oklahoma City",704,-900,"20160211"
"Washington","Milwaukee",104,-115,"20160211"
"San Antonio","L.A. Lakers",-900,704,"20170226"
"Phoenix","Milwaukee",210,-235,"20170226"
"Utah","Washington",120,-133,"20170226"
"Memphis","Denver",106,-117,"20170226"
"Portland","Toronto",195,-218,"20170226"
"Boston","Detroit",-115,104,"20170226"
"New Orleans","Oklahoma City",206,-231,"20170226"
"Charlotte","L.A. Clippers",506,-611,"20170226"
"Cleveland","New York",-4000,1900,"20150222"
"Atlanta","Milwaukee",-203,182,"20150222"
"Washington","Detroit",-130,118,"20150222"
"Philadelphia","Orlando",380,-444,"20150222"
"Golden State","Indiana",-183,165,"20150222"
"Denver","Oklahoma City",338,-390,"20150222"
"Charlotte","Dallas",439,-520,"20150222"
"Memphis","Portland",109,-120,"20150222"
"Boston","L.A. Lakers",-149,135,"20150222"
